store_number,store_name,address,city,zip_code,county_number
4792,Walgreens #05470 / Sioux City,4650 MORNINGSIDE AVE,SIOUX CITY,51106,97
4793,Casey's General Store #2899 / De Sot,1100 GREENE ST,DE SOTO,50069,25
4794,Fort Madison Fast Break,5002 AVENUE O,FORT MADISON,52627,56
4795,Smokin' Joe's #17 Tobacco and Liquor,110 S ROOSEVELT HWY 61,BURLINGTON,52601,29
4796,Walgreens #00359 / Des Moines,2545 E EUCLID AVE,DES MOINES,50317,77
4797,Walgreens #04714 / Des Moines,4555 FLEUR DR,DES MOINES,50321,77
4798,Walgreens #05362 / Des Moines,1330 E UNIVERSITY AVE,DES MOINES,50316,77
4799,Walgreens #05721 / Des Moines,3140 SE 14TH ST,DES MOINES,50320,77
4800,Walgreens #05777 / Des Moines,2930 E UNIVERSITY AVE,DES MOINES,50317,77
4801,Walgreens #07968 / Des Moines,6200 SE 14TH ST,DES MOINES,50320,77
4802,Walgreens #05852 / Des Moines,3030 UNIVERSITY AVE,DES MOINES,50311,77
4803,Walgreens #07452 / Des Moines,4415 DOUGLAS AVE,DES MOINES,50310,77
4804,Walgreens #07453 / Des Moines,104 E EUCLID AVE,DES MOINES,50313,77
4805,Walgreens #07833 / Des Moines,3501 INGERSOLL AVE,DES MOINES,50312,77
4806,Liquor Tobacco & Grocery / Fort Dodg,902 1ST AVE N,FORT DODGE,50501,94
4807,Giri's Liquor Store / West Liberty,"1006, N COLUMBUS ST",WEST LIBERTY,52776,70
4808,Williamsburg Foods,"103, W WALNUT ST",WILLIAMSBURG,52361,48
4809,CB Quick Stop / Council Bluffs,"3500, AVE A",COUNCIL BLUFFS,51501,78
4810,Abby Lea's,"123, MADISON ST",NASHUA,50658,19
4811,Kum & Go #518 / Ankeny,3603 NE OTTERVIEW CIRCLE,ANKENY,50021,77
4812,Casey's General Store #1327 / Lovili,"1807, HWY 5 S",LOVILIA,50150,68
4813,Liquor Beer & Tobacco Outlet / Charl,1908 CLARK ST,CHARLES CITY,50616,34
4814,USA Food and Gas / Grand Mound,"2293, HWY 30",GRAND MOUND,52751,23
4815,"Byron Supermarket, Inc.",306 BYRON AVE,WATERLOO,50702,7
4816,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601,73
4817,Casey's General Store #3232 / Shenan,1303 W SHERIDAN AVE,SHENANDOAH,51601,73
4818,Casey's General Store #3217 / Knoxvi,"1201, E MAIN ST",KNOXVILLE,50138,63
4819,Decorah Mart,"303, COLLEGE DR",DECORAH,52101,96
4820,Super Stop 2 / Altoona,2635 ADVENTURELAND DR,ALTOONA,50009,77
4821,Lil' Chubs Corner Stop,712 S OAK ST,INWOOD,51240,60
4822,Casey's General Store #3215 / Oskalo,901 S MARKET ST,OSKALOOSA,52577,62
4823,Casey's General Store #3214 / Oskalo,413 A AVE W,OSKALOOSA,52577,62
4824,Casey's General Store #3223 / Cresto,903 N SUMNER AVE,CRESTON,50801,88
4825,Casey's General Store #3224 / Cresto,301 W TAYLOR ST,CRESTON,50801,88
4826,Casey's General Store #3212 / Osceol,400 S MAIN ST,OSCEOLA,50213,20
4827,Casey's General Store #3226 / Albia,204 S MAIN ST,ALBIA,52531,68
4828,Sauce,108 E COLLEGE ST,IOWA CITY,52240,52
4829,Casey's General Store #3228 / Marsha,916 E MAIN ST,MARSHALLTOWN,50158,64
4830,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,77
4831,JCL Store,"7600, UNIVERSITY AVE",CLIVE,50325,77
4832,L & M Gas & Grocery / Boone,"320, W MAMIE EISENHOWER AVE",BOONE,50036,8
4833,Casey's General Store #2491 / Clarin,1107 S 16 ST,CLARINDA,51632,73
4834,Crazy Mary's Licker,1804 135th AVE,MURRAY,50174,20
4835,Muscatine Fast Break,2603 SECOND AVE,MUSCATINE,52761,70
4836,Point Liquor & Tobacco,4107 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
4837,Kum & Go #52 / Iowa City,25 W BURLINGTON ST,IOWA CITY,52240,52
4838,Kum & Go #51 / Iowa City,323 E BURLINGTON ST,IOWA CITY,52240,52
4839,Casey's General Store #2448 / Ogden,"102, W VETERANS DR",OGDEN,50212,8
4840,DS Services LLC,87 8th ST N,Northwood,50459,98
4841,Independence Ave Liquor & Food / Wat,1761 INDEPENDENCE AVE,WATERLOO,50707,7
4843,Cozy Mart,2920 W LOCUST ST,DAVENPORT,52804,82
4844,Stewart Road Fast Break,"2418, STEWART RD",MUSCATINE,52761,70
4845,Iowa City Fast Break,"2580, NAPLES AVE",IOWA CITY,52240,52
4846,3rd St Convenience,"216, 3RD ST SE",CEDAR RAPIDS,52401,57
4847,Casey's General Store #2697 / Onawa,"706, 10TH ST",ONAWA,51040,67
4848,Slagle Foods LeClaire,1301 EAGLE RIDGE RD,LECLAIRE,52753,82
4849,Kum & Go #246 / Winterset,111 E JEFFERSON ST,WINTERSET,50273,61
4850,C Fresh Market,"801, UNIVERSITY AVE",DES MOINES,50314,77
4851,Big 10 Mart,4141 CENTERPOINT RD NE,CEDAR RAPIDS,52402,57
4852,Southside Liquor & Tobacco Outlet /,3200 16th AVE SW,CEDAR RAPIDS,52404,57
4853,Kum & Go #520 / Cedar Rapids,2604 16th AVE,CEDAR RAPIDS,52404,57
4854,Kum & Go #62 / Johnston,6130 NW 86TH ST,JOHNSTON,50131,77
4855,Casey's General Store #3029 / Armstr,"307, S 4TH AVE",ARMSTRONG,50514,32
4856,Casey's General Store #3200 / Strawb,"308, W MISSION",STRAWBERRY POINT,52076,22
4857,Brothers Market / Lisbon,930 COMMERCIAL ST,LISBON,52253,57
4858,Westland Fast Break,1108 W AGENCY RD,WEST BURLINGTON,52655,29
4859,Hwy 34 Truckstop,4305 W MT PLEASANT,WEST BURLINGTON,52655,29
4860,Circle K #6604 / Burlington,421 N MAIN ST,BURLINGTON,52601,29
4861,Jims Foods,812 6TH ST SW,CEDAR RAPIDS,52404,57
4862,The Station / Cedar Rapids,3645 STONE CREEK CIRCLE SW,CEDAR RAPIDS,52404,57
4864,Pronto Market / Kingsley,101 MAIN ST,KINGSLEY,51028,75
4865,CLINTON LIQUOR & CONVENIENCE STORE,1641 S BLUFF BLVD,CLINTON,52733,23
4866,Rolfe Area Market,412 GARFIELD ST,ROLFE,50581,76
4867,Tobacco Hut #18 / Council Bluffs,3134 MANAWA CENTRE DR,COUNCIL BLUFFS,51501,78
4868,Speedy Gas N Shop,"430, S 35TH ST",COUNCIL BLUFFS,51501,78
4869,Kum & Go #59 / Waukee,400 PRAIRIE BLUFF DR,WAUKEE,50263,25
4870,Lindsanator's,415 S HWY 52,GUTTENBERG,52052,22
4871,Tobacco 4 Less / Bettendorf,1032 STATE ST,BETTENDORF,52722,82
4872,Donahue's One Stop,125 W JEFFERSON AVE,HARPERS FERRY,52146,3
4873,Casey's General Store #2644 / Earlha,975 N CHESTNUT AVE,EARLHAM,50072,61
4874,Casey's General Store #2559 / Grange,"1802, SYCAMORE ST",GRANGER,50109,25
4875,Z's Quickbreak,"201, E WASHINGTON ST",MOUNT PLEASANT,52641,44
4876,Bani's,"307, MAIN ST",CEDAR FALLS,50613,7
4877,Quick Mart / Hiawatha,"655, ROBBINS RD",HIAWATHA,52233,57
4878,World Liquor & Tobacco,1775 NW 86TH ST,CLIVE,50325,77
4879,Shortee's Pit Stop,"215, S RERICK AVE",PRIMGHAR,51245,71
4880,Sam's Mini Mart / Morningside Ave Si,4218 MORNINGSIDE AVE,SIOUX CITY,51106,97
4881,Casey's General Store #1567 / Anita,"912, MAIN ST",ANITA,50020,15
4882,Sperry One Stop Shop LLC,516 HWY 141,COON RAPIDS,50058,14
4883,Casey's General Store #3026 / St Cha,"209, E MAIN ST",ST CHARLES,50240,61
4884,K & L Foods,"118, S MAIN ST",SIGOURNEY,52591,54
4885,Tobacco Hut #11 / Sioux City,"4523, MORNINGSIDE AVE",SIOUX CITY,51106,97
4886,SNK Gas & Food LLC,"18820, BELLEVUE CASCADE RD",ZWINGLE,52079,49
4887,Yr Dollar Stop,1500 1st AVE NE,CEDAR RAPIDS,52402,57
4888,Kum & Go #66 / West Des Moines,5308 UNIVERSITY AVE,WEST DES MOINES,50266,77
4889,Circle S Bluff Stop,302 1ST ST,SERGEANT BLUFF,51054,97
4890,Fast Trip / Des Moines,1516 SE  1st ST,DES MOINES,50315,77
4891,Casey's General Store #3210 / Urband,4400 128TH ST,URBANDALE,50323,77
4892,Schottsy's Liquor,109 5th ST,SIBLEY,51249,72
4893,Sara Mini Mart,1026 W RIVER DR,DAVENPORT,52802,82
4894,Casey's General Store #3098 / WDM,105 GRAND AVE,WEST DES MOINES,50265,77
4895,Discount Tobacco and More / Davenpor,828 W RIVER DR,DAVENPORT,52802,82
4896,Big Discount Liquor,5427 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
4897,Barrys Mini Mart,"403, CHESTNUT ST",HARPERS FERRY,52146,3
4898,Gasland #102 / Burlington,1703 MT PLEASANT ST,BURLINGTON,52601,29
4899,Burlington Shell,"130, S ROOSEVELT AVE",BURLINGTON,52601,29
4900,Graettinger Market,"124, W ROBINS ST",GRAETTINGER,51342,74
4901,Kwik Stop 4 / Waterloo,515 BROADWAY ST,WATERLOO,50703,7
4902,Fareway Stores #137 / Polk City,1101 S 5TH ST,POLK CITY,50226,77
4904,Broadway Liquor,821 BROADWAY ST,WATERLOO,50703,7
4905,Larchwood Quick Stop,832 BROADWAY ST,LARCHWOOD,51241,60
4906,South Side Grocery,"319, COURT ST",ROCKWELL CITY,50579,13
4907,Smoke.N.Pipe,3221 FIRST AVE SE,CEDAR RAPIDS,52404,57
4908,Prime Mart,2323 MAIN ST,CEDAR FALLS,50613,7
4909,Zapf's Pronto Market,107 1st ST SW,ELKADER,52043,22
4910,Pump N Pak Rock Valley,"1004, MAIN ST",ROCK VALLEY,51247,84
4911,Prime Mart #3 / Waterloo,1008 LAPORTE RD,WATERLOO,50702,7
4912,Casey's General Store #1061 / Prince,"500, HWY 67 N",PRINCETON,52768,82
4914,Casey's General Store #2531 / Eldrid,"840, E LE CLAIRE RD",ELDRIDGE,52748,82
4915,Prime Mart / Center St,2728 CENTER ST,CEDAR FALLS,50613,7
4916,Casey's General Store #2429 / Betten,"3902, STATE ST",BETTENDORF,52722,82
4917,Perez Grocery,505 E VINE AVE,OTTUMWA,52501,90
4918,Kum & Go #115 / Perry,1115 IA HWY 141,PERRY,50220,25
4919,Northwest Petroleum,6087 HWY 110 S,STORM LAKE,50588,11
4920,Kum & Go #4084 / Altoona,101 8TH ST SW,ALTOONA,50009,77
4921,Kum & Go #129 / Johnston,5225 NW 86TH ST,JOHNSTON,50131,77
4922,Market Express,5340 16TH AVE SW,CEDAR RAPIDS,52404,57
4923,Vinos y Licores el Aguaje,101 W MAIN ST,MARSHALLTOWN,50158,64
4924,Casey's General Store #2270 / Aureli,"100, PEARL ST",AURELIA,51005,18
4925,Abby Lea's,"2757, CHARLES CITY RD",NASHUA,50658,19
4926,Kum & Go #574 / Urbandale,8600 MEREDITH DR,URBANDALE,50266,77
4927,GS Super Stop,4923 MERLE HAY RD,DES MOINES,50322,77
4928,Kum & Go #576 / West Des Moines,3501 EP TRUE PKWY,WEST DES MOINES,50265,77
4929,Shop n Save / 6th Ave,1829 6TH AVE,DES MOINES,50314,77
4930,Casey's General Store #1680 / Adel,"816, GREENE ST",ADEL,50003,25
4931,Casey's General Store #3251 / Boone,1303 SE MARSHALL ST,BOONE,50036,8
4932,Hudson Gas Mart,230 WATERLOO RD,HUDSON,50643,7
4933,B and B West,3105 HUDSON RD,CEDAR FALLS,50613,7
4934,River Mart,2107 AGENCY ST,BURLINGTON,52601,29
4935,Casey's General Store #2811 / Spring,"605, 6th ST S",SPRINGVILLE,52336,57
4936,Ali's Liquor,1117 E 4TH ST,WATERLOO,50703,7
4937,Pickle Barrel Market,2 N  EYBERG ST,TREYNOR,51575,78
4938,ROCSTOP,1310 W SHERIDAN AVE,SHENANDOAH,51601,73
4939,Pronto Market,201 S MAIN ST,HAZLETON,50641,10
4940,Urban Liquor,6401 DOUGLAS AVE   STE 1,URBANDALE,50322,77
4941,Cambridge Country Store,301 WATER ST,CAMBRIDGE,50046,77
4942,Kum & Go #170 / Urbandale,6990 DOUGLAS AVE,URBANDALE,50322,77
4943,East Village Pantry,"333, E GRAND AVE",DES MOINES,50309,77
4944,Eldon Kwik Shop,"205, 4th ST",ELDON,52554,90
4945,Jiffy Express / Martensdale,"290, HWY 28",MARTENSDALE,50160,91
4946,Osage Liquors,"508, MAIN ST",OSAGE,50461,66
4947,Byron Supermarket,306 BYRON AVE,WATERLOO,50702,7
4948,The Music Station,1420 W FIRST ST,CEDAR FALLS,50647,7
4949,Wheatland Day Break,102 W HWY 30,WHEATLAND,52777,23
4950,River Drive Smoke Shop,"828, W RIVER DR",DAVENPORT,52802,82
4951,Kum & Go #514 / Cedar Rapids,1420 MT VERNON RD,CEDAR RAPIDS,52403,57
4952,New Star Mart (Amoco),4141 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
4953,Sub Express & Gas,4307 W LOCUST ST,DAVENPORT,52804,82
4954,Tri Stop,302 HWY 136,LOST NATION,52254,23
4955,Casey's General Store #3244 / Urband,"3750, 111TH ST",URBANDALE,50322,77
4956,Cenex Ampride,504 1st ST SW,MASON CITY,50401,17
4957,The Cooler,"4920, JOHNSON AVE NW",CEDAR RAPIDS,52405,57
4958,Kimmes Wall Lake Country Store,129 CENTER ST,WALL LAKE,51466,81
4959,Five Corners Liquor & Wine,809 E 18TH ST,CEDAR FALLS,50613,7
4960,Bani's,2128 COLLEGE ST,CEDAR FALLS,50613,7
4961,AJ's Liquor III,2401 A CHAMBERLAIN ST,AMES,50010,85
4962,Kwik Stop / Cedar Cross,1200 CEDAR CROSS RD,DUBUQUE,52003,31
4963,Hilltop Grocery,1312 HARRISON ST,DAVENPORT,52803,82
4964,Jeff's Market / Durant,"408, 6TH AVE",DURANT,52747,16
4965,Jeff's Market / Wilton,101 E 4TH ST,WILTON,52778,70
4966,Pronto,6087 HWY 110 S,STORM LAKE,50588,11
4967,Midtown,1100 E 5TH ST,STORM LAKE,50588,11
4968,Jeff's Market / Blue Grass,"102, W MAYNE ST",BLUE GRASS,52726,82
4969,Casey's General Store #3042 / Brookl,"106, W 2ND ST",BROOKLYN,52211,79
4970,Lake Liquors Wine and Spirits,910 N 8TH ST W,CLEAR LAKE,50428,17
4971,Jeff's Market / West Liberty,"200, E 3RD ST",WEST LIBERTY,52776,70
4972,Fareway Stores #138 / Pleasant Hill,"5500, E UNIVERSITY AVE",PLEASANT HILL,50327,77
4973,Quillins Quality Foods Monona,808 S MAIN ST,MONONA,52159,22
4974,Quillins Quality Foods West Union,"303, HWY 150 N",WEST UNION,52175,33
4975,Super Stop  SE 14th,"727, SE  14TH ST",DES MOINES,50317,77
4976,Walgreens #15647 / Sioux City,1900 HAMILTON BLVD,SIOUX CITY,51104,97
4977,Central Mart / Sioux City,1203 TRI VIEW AVE,SIOUX CITY,51103,97
4978,Bacon Creek Country Store,2520 GORDON DR,SIOUX CITY,51106,97
4979,Prime Mart / Waterloo,3535 MARIGOLD DR,WATERLOO,50702,7
4980,Sam Liquor,1500 1st AVE NE,CEDAR RAPIDS,52402,57
4981,Pronto BP,7305 LAPORTE RD,WASHBURN,50702,7
4982,Sinclair Food Mart,206 N MAIN ST,TRAER,50675,86
4983,Kimmes Country Store Alta 05,101 E  HWY 7,ALTA,51002,11
4984,River Mart,"14562, WASHINGTON RD",WEST BURLINGTON,52655,29
4985,Fast Ave One Stop,2111 PARK AVE,MUSCATINE,52761,70
4986,Casey's General Store #2519 / Merril,101 FIRST ST,MERRILL,51038,75
4987,218 Fuel Express & Chubby's Liquor,68 MONROE ST,FLOYD,50435,34
4988,Almost Always Open,419 LINCOLN WAY,AMES,50010,85
4989,Happy's Wine & Spirits,5925 UNIVERSITY AVE,CEDAR FALLS,50613,7
4990,Casey's General Store #3322 / Iowa C,1904 BROADWAY ST,IOWA CITY,52240,52
4991,Main Lil' Market,524 MAIN ST,GRISWOLD,51535,15
4992,Fasttrak,24687 HWY 13 N,ELKADER,52043,22
4993,Old 34 Gas & Grill,305 US 34 BUSINESS,DANVILLE,52623,29
4994,Site Food Mart,"1301, MAIN ST",KEOKUK,52632,56
4995,City Foods,200 BROADWAY ST,WATERLOO,50703,7
4996,Durant Street C-Store,618 DURANT ST,HARLAN,51537,83
4997,Kwik Stop 16th St #300,1215 E 16TH ST,DUBUQUE,52001,31
4998,Downtown Pantry,"218, 6th AVE #101",DES MOINES,50309,77
4999,Lake City Food Center,820 E MAIN ST,LAKE CITY,51449,13
5000,Casey's General Store #2680 / Clarks,213 S MAIN ST,CLARKSVILLE,50619,12
5001,Casey's General Store #3319 / Nevada,1800 SOUTH B AVE,NEVADA,50201,85
5003,The Music Station / Independence,709 FIRST ST W,INDEPENDENCE,50644,10
5004,Famous Liquors,2604 W LOCUST ST,DAVENPORT,52804,82
5005,Ida Grove Food Pride,200 SUSAN LAWRENCE DR,IDA GROVE,51445,47
5006,Laurens Food Pride,410 W MAIN ST,LAURENS,50554,76
5007,Kwik Stop 16th Street #325,1210 E 16TH ST,DUBUQUE,52001,31
5008,Brother's Market / Denver,1022 SKYLAR ST,DENVER,50622,9
5009,Emmetsburg Food Pride,1307 S BROADWAY ST,EMMETSBURG,50536,74
5010,New Pioneer Food Co-op,"1101, 2ND ST",CORALVILLE,52241,52
5011,Sac City Food Pride,106 S 16TH ST,SAC CITY,50583,81
5012,Kum & Go #443 / Williamsburg,2177 M AVE,WILLIAMSBURG,52361,48
5013,Bluejay Market,"2810, WILLIS AVE",PERRY,50220,8
5014,State Food Mart,3715 STATE ST,BETTENDORF,52722,82
5016,New Pioneer Food Co-op / Iowa City,22 S VAN BUREN ST,IOWA CITY,52240,52
5017,Sierra Foods,3326 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
5018,Lansing IGA,417 MAIN ST,LANSING,52151,3
5019,Super Saver Liquor LLC,1610 ROCKINGHAM RD,DAVENPORT,52802,82
5020,Riverside Quick Shop,"802, S RIVERVIEW",BELLEVUE,52031,49
5021,Petromart Stanwood,"1118, HIGHWAY 30",STANWOOD,52337,16
5022,Kum & Go #608 / Okoboji,1001 SANBORN AVE,OKOBOJI,51355,30
5023,Kum & Go #97 / West Des Moines,196 S 50TH ST,WEST DES MOINES,50265,77
5024,Hawkeye Convenience Stores / 16th Av,250 16th AVE SW,CEDAR RAPIDS,52404,57
5025,Hawkeye Convenience Stores / Wiley,2330 WILEY BLVD SW,CEDAR RAPIDS,52404,57
5026,Hawkeye Convenience Stores / 1st Ave,1581 1ST AVE SE,CEDAR RAPIDS,52403,57
5027,Forrest Hometown Market,119 N MAIN ST,NORTH ENGLISH,52316,48
5028,Hard Rock Hotel & Casino Sioux City,111 3RD ST,SIOUX CITY,51101,97
5029,Midtown Liquor,"1100, E 5TH ST",STORM LAKE,50588,11
5030,The Liquor Stop LLC,"211, W 53RD ST",DAVENPORT,52806,82
5031,New Star,315 FLETCHER AVE,WATERLOO,50701,7
5032,New Star Raymond,101 COMMERCIAL ST,RAYMOND,50667,7
5033,Fastmart,1621 UNIVERSITY AVE,DES MOINES,50314,77
5034,Kwik Stop,4335 TEXAS ST,WATERLOO,50702,7
5035,Liquor Tobacco & Groceries,18 N MONROE AVE,MASON CITY,50401,17
5036,Casey's General Store #3205 / Counci,19900 VIRGINIA HILLS RD,COUNCIL BLUFFS,51503,78
5037,Point Liquor & Tobacco,4107 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
5038,Uncorked Wine & Spirits,111 E HARRISON ST,JEFFERSON,50129,37
5039,Jim's Food,437 SULLIVAN AVE,WATERLOO,50701,7
5040,Casey's General Store #3384 / Solon,1200 S MARKET ST,SOLON,52333,52
5041,Wilton Express,1300 NICOLAUS ST,WILTON,52778,70
5042,Casey's General Store #3309 / Montez,106 N FRONT ST,MONTEZUMA,50171,79
5043,Super Stop III / Dubuque,1101 RHOMBERG AVE,DUBUQUE,52001,31
5044,West Side Liquor / Waterloo,919 W 5TH ST,WATERLOO,50702,7
5045,Casey's General Store #3202 / Cresce,"111, MORMON BRIDGE RD",CRESCENT,51526,78
5046,Central Mart / Hamilton Blvd,800 HAMILTON BLVD,SIOUX CITY,51103,97
5047,West K Mart,"707, PALEAN ST",KEOKUK,52632,56
5048,The Fresh Market,"180, COLLINS RD NE",CEDAR RAPIDS,52402,57
5049,Rolfe Area Market,"412, GARFIELD ST",ROLFE,50581,76
5050,Gas N Go  /  Waverly,1069 230TH ST,WAVERLY,50677,9
5051,Fareway Stores #147 / Carlisle,"1115, BLUESTEM DR",CARLISLE,50047,91
5052,Oasis,630 SW  9TH ST,DES MOINES,50309,77
5053,Casey's General Store #3220 / Greenf,"302, SE 6TH ST",GREENFIELD,50849,1
5054,Cork & Bottle / Iowa City,"610, EASTBURY DR",IOWA CITY,52245,52
5055,Cork 'N Bottle / Manchester,900 E MAIN ST,MANCHESTER,52087,28
5056,Latimer Community Grocery,"110, S  AKIR  ST",LATIMER,50452,35
5057,Council Bluffs Sinclair,"1305, N 25TH ST",COUNCIL BLUFFS,51501,78
5058,Kum & Go #535 / Des Moines,4960 E BROADWAY AVE,DES MOINES,50317,77
5059,Kum & Go # 542 / Urbandale,11989 Hickman Rd,Urbandale,50323,77
5060,Casey's General Store #1125 / Humest,"207, FRONT ST",HUMESTON,50123,93
5061,L&M Mighty Shop,"504, E BURLINGTON ST",IOWA CITY,52240,52
5062,Casey's General Store #3382 / Cedar,"560, 33RD AVE SW",CEDAR RAPIDS,52404,57
5063,Casey's General Store #2318 / Montro,"111, MAIN ST",MONTROSE,52639,56
5064,Logan Convenience Store,"735, LOGAN AVE",WATERLOO,50703,7
5065,Casey's General Store #2777 / Fairfa,"65, WILLIAMS BLVD",FAIRFAX,52228,57
5066,Circle S Gordon Drive,"2520, GORDON DR",SIOUX CITY,51106,97
5067,Bears Burgers & Buns,"14628, MILE HILL LANE",DUBUQUE,52003,31
5068,One Stop Liquor,"1101, N  LAKE AVE",STORM LAKE,50588,11
5069,Tobacco Shop / Arnolds Park,612 S HIGHWAY 71,ARNOLDS PARK,51331,30
5070,Casey's General Store #1705 / Lake M,101 N LAKE ST,LAKE MILLS,50450,95
5071,Jeff's Market / Wilton,"101, E 4TH ST",WILTON,52778,70
5072,Jeff's Market / Durant,408 6TH AVE,DURANT,52747,16
5073,Pep Stop,"901, E WASHINGTON ST",MOUNT PLEASANT,52641,44
5074,"Williams Boulevard Service, Inc.","2601, WILLIAMS BLVD SW",CEDAR RAPIDS,52404,57
5075,New Pioneer Food Co-op  / Center Poi,3338 CENTER POINT RD NE,CEDAR RAPIDS,52402,57
5076,Pronto Market  / New Sharon,"202, S MAIN ST",NEW SHARON,50207,62
5077,Cubby's Sioux City,4200 S YORK ST,SIOUX CITY,51106,97
5078,Wal-Mart 3150 / Council Bluffs,1800 N 16TH ST,COUNCIL BLUFFS,51501,78
5079,Casey's General Store #2096 / Counci,2301 S 24TH ST,COUNCIL BLUFFS,51501,78
5080,Casey's General Store #2489 / Deniso,1608 4TH AVE S,DENISON,51442,24
5081,C's Liquor Store,719 2ND AVE W,SPENCER,51301,21
5082,Casey's General Store #3035 / Atlant,701 POPLAR ST,ATLANTIC,50022,15
5083,Casey's General Store #2365 / Atlant,911 SW 7TH ST,ATLANTIC,50022,15
5084,Central Mart,"1203, TRI VIEW AVE",SIOUX CITY,51104,97
5085,Ismoke,"3221, 1ST AVE SE",CEDAR RAPIDS,52402,57
5086,New Star Hudson Mart,230 WATERLOO RD,HUDSON,50643,7
5087,"Central Mart I, LLC.","2501, FLOYD BLVD",SIOUX CITY,51106,97
5088,Quik-Pik  /  Logan,"107, W  7TH ST",LOGAN,51546,43
5089,Kum & Go #768 / Hospers,"107, IA HIGHWAY 60",HOSPERS,51238,84
5090,Mos Mini Mart,"614, E ERIE ST",MISSOURI VALLEY,51555,43
5091,Kum & Go #437 / Muscatine,709 GRANDVIEW AVE,MUSCATINE,52761,70
5092,Kum & Go #436 / Muscatine,501 CEDAR ST,MUSCATINE,52761,70
5093,Kum & Go #2035 / West Des Moines,7265 VISTA DR,WEST DES MOINES,50265,77
5094,Cody Mart,1220 N CODY RD,LE CLAIRE,52753,82
5095,Casey's General Store #2778 / Cedar,"201, 8TH AVE SE",CEDAR RAPIDS,52401,57
5096,Carterlake Mini Mart,"1001, LOCUST ST",CARTER LAKE,51510,78
5097,Walgreens #11710 / North Liberty,625 PACHA PARKWAY,NORTH LIBERTY,52317,52
5098,Fareway Stores #151 / Cedar Rapids,3717 1st AVE SE,CEDAR RAPIDS,52402,57
5099,Best Food Mart 3  LLC,1621 UNIVERSITY AVE,DES MOINES,50311,77
5100,Casey's General Store #2164 / Ankeny,3505 N  ANKENY BLVD,ANKENY,50023,77
5101,Sam's Food,648 N  MARQUETTE ST,DAVENPORT,52802,82
5102,New Star  /  Fletcher Ave,315 FLETCHER AVE,WATERLOO,50701,7
5103,Wilkie Liquors,"724, 1st  ST  SE",MOUNT VERNON,52314,57
5104,Curry's Express Mart,"4804, HWY  61 SOUTH",MUSCATINE,52761,70
5105,Rustic Lure Wine and Spirits,"72, N OKOBOJI GROVE RD",ARNOLD'S PARK,51331,30
5106,Johncy's Liquor Store,"585, HIGHWAY 965",NORTH LIBERTY,52317,52
5107,Barnes Food Land,622 10TH  ST,DEWITT,52742,23
5108,Kum & Go #4098 / Windsor Heights,"7229, UNIVERSITY AVE",WINDSOR HEIGHTS,50311,77
5109,Tobacco 4 Less / State St,1032 STATE ST,BETTENDORF,52722,82
5110,Casey's General Store #3404 / Carlis,1020 GATEWAY DR,CARLISLE,50047,91
5111,Ramsey's Market Liquor,"200, N WALNUT ST",LENOX,50851,87
5112,Creekside Market,2601 HWY 6 EAST,IOWA CITY,52240,52
5113,The Bottle Shop,"315, S Main St",Inwood,51240,60
5114,"Ray's Supermarket, Inc.",1975 FRANKLIN ST,WATERLOO,50703,7
5115,Casey's General Store #2612 / Missou,"106, E  ERIE ST",MISSOURI VALLEY,51555,43
5116,Pronto Market / Manly,"204, E SOUTH ST",MANLY,50456,98
5117,New Star Mart  /  Newton,"702, 1st AVE E",NEWTON,50702,94
5118,Food & Gas Mart  /  Marshalltown,"613, N 3RD AVE",MARSHALLTOWN,50158,64
5119,Kwik Stop #82  /  Peosta,"185, PEOSTA ST",PEOSTA,52068,31
5121,Corwith Farm Service,205 NW ELM ST,CORWITH,50430,41
5123,Liquor Beer & Tobacco Outlet  / Char,"1908, CLARK ST",CHARLES CITY,50616,34
5124,Price Chopper  /  Clive,15500 W  HICKMAN RD,CLIVE,50325,25
5125,Price Chopper  /  Johnston,5440 NW  86TH ST,JOHNSTON,50131,77
5126,Cash Saver  /  E Euclid Ave,1320 E  EUCLID AVE,DES MOINES,50316,77
5127,Price Chopper  /  Merle Hay,4343 MERLE HAY RD,DES MOINES,50310,77
5128,Price Chopper  /  Ingersoll,3425 INGERSOLL AVE,DES MOINES,50312,77
5129,Price Chopper  /  Beaver,1819 BEAVER AVE,DES MOINES,50310,77
5131,Cash Saver  /  Fleur,4121 FLEUR DR,DES MOINES,50321,77
5132,Oasis,"1401, BUCHANAN ST",DES MOINES,50316,77
5133,Phillips 66,"1516, SE  1ST  ST",DES MOINES,50315,77
5134,Don's Food Center,"102, ALBANY AVE NE",ORANGE CITY,51041,84
5135,Prime Mart #6  /  Charles City,"609, S MAIN ST",CHARLES CITY,50616,34
5136,Fareway Stores #155 / Huxley,911 HWY 69,HUXLEY,50124,85
5137,Urban Liquor,6401 DOUGLAS AVE,DES MOINES,50322,77
5138,Shop N Save  /  NW 2nd  DSM,"4685, NW  2ND ST",DES MOINES,50313,77
